"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Large Central Metro"	"1"	"Allegheny County, PA"	"42003"	91	1211358	7.5
	"Large Central Metro"	"1"	"Philadelphia County, PA"	"42101"	453	1578487	28.7
	"Large Central Metro"	"1"	"Providence County, RI"	"44007"	21	636547	3.3
	"Large Central Metro"	"1"	"Davidson County, TN"	"47037"	98	694176	14.1
	"Large Central Metro"	"1"	"Shelby County, TN"	"47157"	301	936017	32.2
	"Large Central Metro"	"1"	"Bexar County, TX"	"48029"	147	2026823	7.3
	"Large Central Metro"	"1"	"Collin County, TX"	"48085"	20	1072069	1.9
	"Large Central Metro"	"1"	"Dallas County, TX"	"48113"	251	2635888	9.5
	"Large Central Metro"	"1"	"Harris County, TX"	"48201"	475	4738253	10.0
	"Large Central Metro"	"1"	"Tarrant County, TX"	"48439"	140	2123347	6.6
	"Large Central Metro"	"1"	"Travis County, TX"	"48453"	34	1300503	2.6
	"Large Central Metro"	"1"	"Salt Lake County, UT"	"49035"	38	1165517	3.3
	"Large Central Metro"	"1"	"Arlington County, VA"	"51013"	Suppressed	240119	Suppressed
	"Large Central Metro"	"1"	"Alexandria city, VA"	"51510"	Suppressed	158726	Suppressed
	"Large Central Metro"	"1"	"Norfolk city, VA"	"51710"	39	242803	16.1
	"Large Central Metro"	"1"	"Richmond city, VA"	"51760"	51	232226	22.0
	"Large Central Metro"	"1"	"Virginia Beach city, VA"	"51810"	16	451231	Unreliable
	"Large Central Metro"	"1"	"King County, WA"	"53033"	71	2274315	3.1
	"Large Central Metro"	"1"	"Milwaukee County, WI"	"55079"	181	945016	19.2
"Total"	"Large Central Metro"	"1"			8634	101137294	8.5
	"Large Fringe Metro"	"2"	"Bibb County, AL"	"01007"	Suppressed	22136	Suppressed
	"Large Fringe Metro"	"2"	"Blount County, AL"	"01009"	Suppressed	57879	Suppressed
	"Large Fringe Metro"	"2"	"Chilton County, AL"	"01021"	Suppressed	44397	Suppressed
	"Large Fringe Metro"	"2"	"St. Clair County, AL"	"01115"	Suppressed	90739	Suppressed
	"Large Fringe Metro"	"2"	"Shelby County, AL"	"01117"	Suppressed	221428	Suppressed
	"Large Fringe Metro"	"2"	"Walker County, AL"	"01127"	Suppressed	63143	Suppressed
	"Large Fringe Metro"	"2"	"Pinal County, AZ"	"04021"	17	480828	Unreliable
	"Large Fringe Metro"	"2"	"Crittenden County, AR"	"05035"	Suppressed	47616	Suppressed
	"Large Fringe Metro"	"2"	"Contra Costa County, CA"	"06013"	56	1152333	4.9
	"Large Fringe Metro"	"2"	"El Dorado County, CA"	"06017"	Suppressed	192925	Suppressed
	"Large Fringe Metro"	"2"	"Marin County, CA"	"06041"	Suppressed	257332	Suppressed
	"Large Fringe Metro"	"2"	"Placer County, CA"	"06061"	Suppressed	402950	Suppressed
	"Large Fringe Metro"	"2"	"San Benito County, CA"	"06069"	Suppressed	64055	Suppressed
	"Large Fringe Metro"	"2"	"San Bernardino County, CA"	"06071"	147	2189183	6.7
	"Large Fringe Metro"	"2"	"San Mateo County, CA"	"06081"	10	758308	Unreliable
	"Large Fringe Metro"	"2"	"Yolo County, CA"	"06113"	Suppressed	219728	Suppressed
	"Large Fringe Metro"	"2"	"Adams County, CO"	"08001"	21	519883	4.0
	"Large Fringe Metro"	"2"	"Arapahoe County, CO"	"08005"	34	657452	5.2
	"Large Fringe Metro"	"2"	"Broomfield County, CO"	"08014"	Suppressed	72236	Suppressed
	"Large Fringe Metro"	"2"	"Clear Creek County, CO"	"08019"	Suppressed	9586	Suppressed
	"Large Fringe Metro"	"2"	"Douglas County, CO"	"08035"	Suppressed	360750	Suppressed
	"Large Fringe Metro"	"2"	"Elbert County, CO"	"08039"	Suppressed	27313	Suppressed
	"Large Fringe Metro"	"2"	"Gilpin County, CO"	"08047"	0	6235	Unreliable
	"Large Fringe Metro"	"2"	"Jefferson County, CO"	"08059"	20	583283	3.4
	"Large Fringe Metro"	"2"	"Park County, CO"	"08093"	0	18955	Unreliable
	"Large Fringe Metro"	"2"	"Middlesex County, CT"	"09007"	Suppressed	161657	Suppressed
	"Large Fringe Metro"	"2"	"Tolland County, CT"	"09013"	0	150600	Unreliable
	"Large Fringe Metro"	"2"	"New Castle County, DE"	"10003"	57	561531	10.2
	"Large Fringe Metro"	"2"	"Baker County, FL"	"12003"	Suppressed	29566	Suppressed
	"Large Fringe Metro"	"2"	"Broward County, FL"	"12011"	146	1958105	7.5
	"Large Fringe Metro"	"2"	"Clay County, FL"	"12019"	13	221770	Unreliable
	"Large Fringe Metro"	"2"	"Hernando County, FL"	"12053"	Suppressed	198792	Suppressed
	"Large Fringe Metro"	"2"	"Lake County, FL"	"12069"	20	375492	5.3
	"Large Fringe Metro"	"2"	"Nassau County, FL"	"12089"	Suppressed	91113	Suppressed
	"Large Fringe Metro"	"2"	"Osceola County, FL"	"12097"	13	385315	Unreliable
	"Large Fringe Metro"	"2"	"Palm Beach County, FL"	"12099"	81	1507600	5.4
	"Large Fringe Metro"	"2"	"Pasco County, FL"	"12101"	17	570412	Unreliable
	"Large Fringe Metro"	"2"	"St. Johns County, FL"	"12109"	Suppressed	278715	Suppressed
	"Large Fringe Metro"	"2"	"Seminole County, FL"	"12117"	12	474171	Unreliable
	"Large Fringe Metro"	"2"	"Barrow County, GA"	"13013"	Suppressed	85588	Suppressed
	"Large Fringe Metro"	"2"	"Bartow County, GA"	"13015"	Suppressed	109426	Suppressed
	"Large Fringe Metro"	"2"	"Butts County, GA"	"13035"	Suppressed	25426	Suppressed
	"Large Fringe Metro"	"2"	"Carroll County, GA"	"13045"	Suppressed	121633	Suppressed
	"Large Fringe Metro"	"2"	"Cherokee County, GA"	"13057"	Suppressed	265274	Suppressed
	"Large Fringe Metro"	"2"	"Clayton County, GA"	"13063"	45	292646	15.4
	"Large Fringe Metro"	"2"	"Cobb County, GA"	"13067"	33	762944	4.3
	"Large Fringe Metro"	"2"	"Coweta County, GA"	"13077"	10	150849	Unreliable
	"Large Fringe Metro"	"2"	"Dawson County, GA"	"13085"	0	27113	Unreliable
	"Large Fringe Metro"	"2"	"DeKalb County, GA"	"13089"	107	762009	14.0
	"Large Fringe Metro"	"2"	"Douglas County, GA"	"13097"	Suppressed	147988	Suppressed
	"Large Fringe Metro"	"2"	"Fayette County, GA"	"13113"	Suppressed	115821	Suppressed
	"Large Fringe Metro"	"2"	"Forsyth County, GA"	"13117"	Suppressed	250847	Suppressed
	"Large Fringe Metro"	"2"	"Gwinnett County, GA"	"13135"	53	942627	5.6
	"Large Fringe Metro"	"2"	"Haralson County, GA"	"13143"	Suppressed	30383	Suppressed
	"Large Fringe Metro"	"2"	"Heard County, GA"	"13149"	Suppressed	11973	Suppressed
	"Large Fringe Metro"	"2"	"Henry County, GA"	"13151"	26	239139	10.9
	"Large Fringe Metro"	"2"	"Jasper County, GA"	"13159"	0	14483	Unreliable
	"Large Fringe Metro"	"2"	"Lamar County, GA"	"13171"	0	19261	Unreliable
	"Large Fringe Metro"	"2"	"Meriwether County, GA"	"13199"	Suppressed	21164	Suppressed
	"Large Fringe Metro"	"2"	"Morgan County, GA"	"13211"	0	19636	Unreliable
	"Large Fringe Metro"	"2"	"Newton County, GA"	"13217"	11	113295	Unreliable
	"Large Fringe Metro"	"2"	"Paulding County, GA"	"13223"	Suppressed	173359	Suppressed
	"Large Fringe Metro"	"2"	"Pickens County, GA"	"13227"	Suppressed	33127	Suppressed
	"Large Fringe Metro"	"2"	"Pike County, GA"	"13231"	Suppressed	19121	Suppressed
	"Large Fringe Metro"	"2"	"Rockdale County, GA"	"13247"	Suppressed	90939	Suppressed
	"Large Fringe Metro"	"2"	"Spalding County, GA"	"13255"	Suppressed	67414	Suppressed
	"Large Fringe Metro"	"2"	"Walton County, GA"	"13297"	Suppressed	96875	Suppressed
	"Large Fringe Metro"	"2"	"Bond County, IL"	"17005"	0	16262	Unreliable
	"Large Fringe Metro"	"2"	"Calhoun County, IL"	"17013"	0	4616	Unreliable
	"Large Fringe Metro"	"2"	"Clinton County, IL"	"17027"	0	37398	Unreliable
	"Large Fringe Metro"	"2"	"DeKalb County, IL"	"17037"	Suppressed	104491	Suppressed
	"Large Fringe Metro"	"2"	"DuPage County, IL"	"17043"	17	917481	Unreliable
	"Large Fringe Metro"	"2"	"Grundy County, IL"	"17063"	Suppressed	50993	Suppressed
	"Large Fringe Metro"	"2"	"Jersey County, IL"	"17083"	0	21616	Unreliable
	"Large Fringe Metro"	"2"	"Kane County, IL"	"17089"	17	531010	Unreliable
	"Large Fringe Metro"	"2"	"Kendall County, IL"	"17093"	Suppressed	130638	Suppressed
	"Large Fringe Metro"	"2"	"Lake County, IL"	"17097"	21	693593	3.0
	"Large Fringe Metro"	"2"	"McHenry County, IL"	"17111"	0	305888	Unreliable
	"Large Fringe Metro"	"2"	"Macoupin County, IL"	"17117"	0	44567	Unreliable
	"Large Fringe Metro"	"2"	"Madison County, IL"	"17119"	12	262635	Unreliable
	"Large Fringe Metro"	"2"	"Monroe County, IL"	"17133"	0	34739	Unreliable
	"Large Fringe Metro"	"2"	"St. Clair County, IL"	"17163"	60	258046	23.3
	"Large Fringe Metro"	"2"	"Will County, IL"	"17197"	35	688726	5.1
	"Large Fringe Metro"	"2"	"Boone County, IN"	"18011"	0	69347	Unreliable
	"Large Fringe Metro"	"2"	"Brown County, IN"	"18013"	0	15112	Unreliable
	"Large Fringe Metro"	"2"	"Clark County, IN"	"18019"	Suppressed	119266	Suppressed
	"Large Fringe Metro"	"2"	"Dearborn County, IN"	"18029"	Suppressed	49824	Suppressed
	"Large Fringe Metro"	"2"	"Floyd County, IN"	"18043"	Suppressed	78936	Suppressed
	"Large Fringe Metro"	"2"	"Hamilton County, IN"	"18057"	Suppressed	344238	Suppressed
	"Large Fringe Metro"	"2"	"Hancock County, IN"	"18059"	Suppressed	79553	Suppressed
	"Large Fringe Metro"	"2"	"Harrison County, IN"	"18061"	Suppressed	40682	Suppressed
	"Large Fringe Metro"	"2"	"Hendricks County, IN"	"18063"	Suppressed	173251	Suppressed
	"Large Fringe Metro"	"2"	"Jasper County, IN"	"18073"	0	33440	Unreliable
	"Large Fringe Metro"	"2"	"Johnson County, IN"	"18081"	Suppressed	160607	Suppressed
	"Large Fringe Metro"	"2"	"Lake County, IN"	"18089"	81	487536	16.6
	"Large Fringe Metro"	"2"	"Madison County, IN"	"18095"	Suppressed	129681	Suppressed
	"Large Fringe Metro"	"2"	"Morgan County, IN"	"18109"	Suppressed	70707	Suppressed
	"Large Fringe Metro"	"2"	"Newton County, IN"	"18111"	0	13907	Unreliable
	"Large Fringe Metro"	"2"	"Ohio County, IN"	"18115"	0	5892	Unreliable
	"Large Fringe Metro"	"2"	"Porter County, IN"	"18127"	Suppressed	170980	Suppressed
	"Large Fringe Metro"	"2"	"Putnam County, IN"	"18133"	Suppressed	37469	Suppressed
	"Large Fringe Metro"	"2"	"Scott County, IN"	"18143"	0	23788	Unreliable
	"Large Fringe Metro"	"2"	"Shelby County, IN"	"18145"	Suppressed	44871	Suppressed
	"Large Fringe Metro"	"2"	"Union County, IN"	"18161"	0	7119	Unreliable
	"Large Fringe Metro"	"2"	"Washington County, IN"	"18175"	0	28213	Unreliable
	"Large Fringe Metro"	"2"	"Johnson County, KS"	"20091"	10	607220	Unreliable
	"Large Fringe Metro"	"2"	"Leavenworth County, KS"	"20103"	Suppressed	82246	Suppressed
	"Large Fringe Metro"	"2"	"Linn County, KS"	"20107"	Suppressed	9654	Suppressed
	"Large Fringe Metro"	"2"	"Miami County, KS"	"20121"	Suppressed	34334	Suppressed
	"Large Fringe Metro"	"2"	"Wyandotte County, KS"	"20209"	51	165265	30.9
	"Large Fringe Metro"	"2"	"Boone County, KY"	"21015"	Suppressed	135396	Suppressed
	"Large Fringe Metro"	"2"	"Bracken County, KY"	"21023"	Suppressed	8286	Suppressed
	"Large Fringe Metro"	"2"	"Bullitt County, KY"	"21029"	Suppressed	82182	Suppressed
	"Large Fringe Metro"	"2"	"Campbell County, KY"	"21037"	Suppressed	94020	Suppressed
	"Large Fringe Metro"	"2"	"Gallatin County, KY"	"21077"	0	8779	Unreliable
	"Large Fringe Metro"	"2"	"Grant County, KY"	"21081"	Suppressed	25387	Suppressed
	"Large Fringe Metro"	"2"	"Henry County, KY"	"21103"	0	16067	Unreliable
	"Large Fringe Metro"	"2"	"Kenton County, KY"	"21117"	Suppressed	167949	Suppressed
	"Large Fringe Metro"	"2"	"Oldham County, KY"	"21185"	Suppressed	66999	Suppressed
	"Large Fringe Metro"	"2"	"Pendleton County, KY"	"21191"	0	14586	Unreliable
	"Large Fringe Metro"	"2"	"Shelby County, KY"	"21211"	Suppressed	49611	Suppressed
	"Large Fringe Metro"	"2"	"Spencer County, KY"	"21215"	0	19585	Unreliable
	"Large Fringe Metro"	"2"	"Trimble County, KY"	"21223"	Suppressed	8481	Suppressed
	"Large Fringe Metro"	"2"	"Jefferson Parish, LA"	"22051"	67	432346	15.5
	"Large Fringe Metro"	"2"	"Plaquemines Parish, LA"	"22075"	Suppressed	23113	Suppressed
	"Large Fringe Metro"	"2"	"St. Bernard Parish, LA"	"22087"	Suppressed	47647	Suppressed
	"Large Fringe Metro"	"2"	"St. Charles Parish, LA"	"22089"	Suppressed	52987	Suppressed
	"Large Fringe Metro"	"2"	"St. James Parish, LA"	"22093"	Suppressed	20727	Suppressed
	"Large Fringe Metro"	"2"	"St. John the Baptist Parish, LA"	"22095"	Suppressed	42516	Suppressed
	"Large Fringe Metro"	"2"	"St. Tammany Parish, LA"	"22103"	11	263446	Unreliable
	"Large Fringe Metro"	"2"	"Anne Arundel County, MD"	"24003"	18	582777	Unreliable
	"Large Fringe Metro"	"2"	"Baltimore County, MD"	"24005"	70	826017	8.5
	"Large Fringe Metro"	"2"	"Calvert County, MD"	"24009"	0	93072	Unreliable
	"Large Fringe Metro"	"2"	"Carroll County, MD"	"24013"	Suppressed	169092	Suppressed
	"Large Fringe Metro"	"2"	"Cecil County, MD"	"24015"	Suppressed	103419	Suppressed
	"Large Fringe Metro"	"2"	"Charles County, MD"	"24017"	19	164436	Unreliable
	"Large Fringe Metro"	"2"	"Frederick County, MD"	"24021"	Suppressed	265161	Suppressed
	"Large Fringe Metro"	"2"	"Harford County, MD"	"24025"	Suppressed	256805	Suppressed
	"Large Fringe Metro"	"2"	"Howard County, MD"	"24027"	Suppressed	328200	Suppressed
	"Large Fringe Metro"	"2"	"Montgomery County, MD"	"24031"	15	1051816	Unreliable
	"Large Fringe Metro"	"2"	"Prince George's County, MD"	"24033"	111	909612	12.2
	"Large Fringe Metro"	"2"	"Queen Anne's County, MD"	"24035"	0	51167	Unreliable
	"Large Fringe Metro"	"2"	"Bristol County, MA"	"25005"	11	566765	Unreliable
	"Large Fringe Metro"	"2"	"Essex County, MA"	"25009"	12	791263	Unreliable
	"Large Fringe Metro"	"2"	"Middlesex County, MA"	"25017"	12	1609379	Unreliable
	"Large Fringe Metro"	"2"	"Norfolk County, MA"	"25021"	Suppressed	709409	Suppressed
	"Large Fringe Metro"	"2"	"Plymouth County, MA"	"25023"	Suppressed	523738	Suppressed
	"Large Fringe Metro"	"2"	"Barry County, MI"	"26015"	Suppressed	62061	Suppressed
	"Large Fringe Metro"	"2"	"Lapeer County, MI"	"26087"	0	87635	Unreliable
	"Large Fringe Metro"	"2"	"Livingston County, MI"	"26093"	0	192335	Unreliable
	"Large Fringe Metro"	"2"	"Macomb County, MI"	"26099"	41	870791	4.7
	"Large Fringe Metro"	"2"	"Montcalm County, MI"	"26117"	0	63476	Unreliable
	"Large Fringe Metro"	"2"	"Oakland County, MI"	"26125"	41	1253459	3.3
	"Large Fringe Metro"	"2"	"Ottawa County, MI"	"26139"	Suppressed	294635	Suppressed
	"Large Fringe Metro"	"2"	"St. Clair County, MI"	"26147"	0	159293	Unreliable
	"Large Fringe Metro"	"2"	"Anoka County, MN"	"27003"	Suppressed	359921	Suppressed
	"Large Fringe Metro"	"2"	"Carver County, MN"	"27019"	0	106565	Unreliable
	"Large Fringe Metro"	"2"	"Chisago County, MN"	"27025"	Suppressed	56794	Suppressed
	"Large Fringe Metro"	"2"	"Dakota County, MN"	"27037"	10	431807	Unreliable
	"Large Fringe Metro"	"2"	"Isanti County, MN"	"27059"	0	41429	Unreliable
	"Large Fringe Metro"	"2"	"Le Sueur County, MN"	"27079"	0	28741	Unreliable
	"Large Fringe Metro"	"2"	"Mille Lacs County, MN"	"27095"	0	26146	Unreliable
	"Large Fringe Metro"	"2"	"Scott County, MN"	"27139"	Suppressed	150689	Suppressed
	"Large Fringe Metro"	"2"	"Sherburne County, MN"	"27141"	0	98811	Unreliable
	"Large Fringe Metro"	"2"	"Sibley County, MN"	"27143"	0	14715	Unreliable
	"Large Fringe Metro"	"2"	"Washington County, MN"	"27163"	Suppressed	265476	Suppressed
	"Large Fringe Metro"	"2"	"Wright County, MN"	"27171"	0	140249	Unreliable
	"Large Fringe Metro"	"2"	"Benton County, MS"	"28009"	0	8351	Unreliable
	"Large Fringe Metro"	"2"	"DeSoto County, MS"	"28033"	17	188275	Unreliable
	"Large Fringe Metro"	"2"	"Marshall County, MS"	"28093"	Suppressed	35301	Suppressed
	"Large Fringe Metro"	"2"	"Tate County, MS"	"28137"	Suppressed	28539	Suppressed
	"Large Fringe Metro"	"2"	"Tunica County, MS"	"28143"	Suppressed	9392	Suppressed
	"Large Fringe Metro"	"2"	"Bates County, MO"	"29013"	0	16242	Unreliable
	"Large Fringe Metro"	"2"	"Caldwell County, MO"	"29025"	0	9051	Unreliable
	"Large Fringe Metro"	"2"	"Cass County, MO"	"29037"	Suppressed	106806	Suppressed
	"Large Fringe Metro"	"2"	"Clay County, MO"	"29047"	13	253463	Unreliable
	"Large Fringe Metro"	"2"	"Clinton County, MO"	"29049"	Suppressed	20553	Suppressed
	"Large Fringe Metro"	"2"	"Franklin County, MO"	"29071"	Suppressed	104469	Suppressed
	"Large Fringe Metro"	"2"	"Jefferson County, MO"	"29099"	Suppressed	226543	Suppressed
	"Large Fringe Metro"	"2"	"Lafayette County, MO"	"29107"	Suppressed	33006	Suppressed
	"Large Fringe Metro"	"2"	"Lincoln County, MO"	"29113"	0	60119	Unreliable
	"Large Fringe Metro"	"2"	"Platte County, MO"	"29165"	0	106532	Unreliable
	"Large Fringe Metro"	"2"	"Ray County, MO"	"29177"	0	22915	Unreliable
	"Large Fringe Metro"	"2"	"St. Charles County, MO"	"29183"	Suppressed	406204	Suppressed
	"Large Fringe Metro"	"2"	"St. Louis County, MO"	"29189"	180	994020	18.1
	"Large Fringe Metro"	"2"	"Warren County, MO"	"29219"	0	36594	Unreliable
	"Large Fringe Metro"	"2"	"Rockingham County, NH"	"33015"	0	311307	Unreliable
	"Large Fringe Metro"	"2"	"Strafford County, NH"	"33017"	Suppressed	131533	Suppressed
	"Large Fringe Metro"	"2"	"Bergen County, NJ"	"34003"	Suppressed	930394	Suppressed
	"Large Fringe Metro"	"2"	"Burlington County, NJ"	"34005"	14	446596	Unreliable
	"Large Fringe Metro"	"2"	"Camden County, NJ"	"34007"	24	506809	4.7
	"Large Fringe Metro"	"2"	"Gloucester County, NJ"	"34015"	Suppressed	293245	Suppressed
	"Large Fringe Metro"	"2"	"Hunterdon County, NJ"	"34019"	Suppressed	124797	Suppressed
	"Large Fringe Metro"	"2"	"Middlesex County, NJ"	"34023"	Suppressed	822736	Suppressed
	"Large Fringe Metro"	"2"	"Monmouth County, NJ"	"34025"	Suppressed	618381	Suppressed
	"Large Fringe Metro"	"2"	"Morris County, NJ"	"34027"	Suppressed	491087	Suppressed
	"Large Fringe Metro"	"2"	"Ocean County, NJ"	"34029"	Suppressed	614237	Suppressed
	"Large Fringe Metro"	"2"	"Passaic County, NJ"	"34031"	25	500382	5.0
	"Large Fringe Metro"	"2"	"Salem County, NJ"	"34033"	10	62451	Unreliable
	"Large Fringe Metro"	"2"	"Somerset County, NJ"	"34035"	Suppressed	329331	Suppressed
	"Large Fringe Metro"	"2"	"Sussex County, NJ"	"34037"	Suppressed	140002	Suppressed
	"Large Fringe Metro"	"2"	"Dutchess County, NY"	"36027"	Suppressed	293293	Suppressed
	"Large Fringe Metro"	"2"	"Livingston County, NY"	"36051"	0	62398	Unreliable
	"Large Fringe Metro"	"2"	"Nassau County, NY"	"36059"	15	1351334	Unreliable
	"Large Fringe Metro"	"2"	"Niagara County, NY"	"36063"	12	208396	Unreliable
	"Large Fringe Metro"	"2"	"Ontario County, NY"	"36069"	0	110091	Unreliable
	"Large Fringe Metro"	"2"	"Orange County, NY"	"36071"	Suppressed	385234	Suppressed
	"Large Fringe Metro"	"2"	"Orleans County, NY"	"36073"	Suppressed	39978	Suppressed
	"Large Fringe Metro"	"2"	"Putnam County, NY"	"36079"	Suppressed	98532	Suppressed
	"Large Fringe Metro"	"2"	"Rockland County, NY"	"36087"	Suppressed	326225	Suppressed
	"Large Fringe Metro"	"2"	"Suffolk County, NY"	"36103"	21	1474273	1.4
	"Large Fringe Metro"	"2"	"Wayne County, NY"	"36117"	Suppressed	89339	Suppressed
	"Large Fringe Metro"	"2"	"Westchester County, NY"	"36119"	25	965802	2.6
	"Large Fringe Metro"	"2"	"Yates County, NY"	"36123"	0	24780	Unreliable
	"Large Fringe Metro"	"2"	"Cabarrus County, NC"	"37025"	Suppressed	221479	Suppressed
	"Large Fringe Metro"	"2"	"Currituck County, NC"	"37053"	0	29052	Unreliable
	"Large Fringe Metro"	"2"	"Franklin County, NC"	"37069"	Suppressed	71859	Suppressed
	"Large Fringe Metro"	"2"	"Gaston County, NC"	"37071"	13	226568	Unreliable
	"Large Fringe Metro"	"2"	"Gates County, NC"	"37073"	0	11464	Unreliable
	"Large Fringe Metro"	"2"	"Iredell County, NC"	"37097"	Suppressed	185770	Suppressed
	"Large Fringe Metro"	"2"	"Johnston County, NC"	"37101"	Suppressed	216246	Suppressed
	"Large Fringe Metro"	"2"	"Lincoln County, NC"	"37109"	Suppressed	88097	Suppressed
	"Large Fringe Metro"	"2"	"Rowan County, NC"	"37159"	10	142495	Unreliable
	"Large Fringe Metro"	"2"	"Union County, NC"	"37179"	Suppressed	244562	Suppressed
	"Large Fringe Metro"	"2"	"Brown County, OH"	"39015"	0	43414	Unreliable
	"Large Fringe Metro"	"2"	"Butler County, OH"	"39017"	17	385648	Unreliable
	"Large Fringe Metro"	"2"	"Clermont County, OH"	"39025"	Suppressed	207449	Suppressed
	"Large Fringe Metro"	"2"	"Delaware County, OH"	"39041"	Suppressed	213554	Suppressed
	"Large Fringe Metro"	"2"	"Fairfield County, OH"	"39045"	Suppressed	159709	Suppressed
	"Large Fringe Metro"	"2"	"Geauga County, OH"	"39055"	0	93271	Unreliable
	"Large Fringe Metro"	"2"	"Hocking County, OH"	"39073"	Suppressed	28095	Suppressed
	"Large Fringe Metro"	"2"	"Lake County, OH"	"39085"	Suppressed	229569	Suppressed
	"Large Fringe Metro"	"2"	"Licking County, OH"	"39089"	Suppressed	178100	Suppressed
	"Large Fringe Metro"	"2"	"Lorain County, OH"	"39093"	13	312172	Unreliable
	"Large Fringe Metro"	"2"	"Madison County, OH"	"39097"	0	44559	Unreliable
	"Large Fringe Metro"	"2"	"Medina County, OH"	"39103"	Suppressed	180912	Suppressed
	"Large Fringe Metro"	"2"	"Morrow County, OH"	"39117"	0	35411	Unreliable
	"Large Fringe Metro"	"2"	"Perry County, OH"	"39127"	0	36215	Unreliable
	"Large Fringe Metro"	"2"	"Pickaway County, OH"	"39129"	0	58658	Unreliable
	"Large Fringe Metro"	"2"	"Union County, OH"	"39159"	0	60021	Unreliable
