"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Sutter County, CA"	"06101"	Suppressed	96385	Suppressed
	"Tehama County, CA"	"06103"	Suppressed	64494	Suppressed
	"Trinity County, CA"	"06105"	0	12216	Unreliable
	"Tulare County, CA"	"06107"	28	468680	6.0
	"Tuolumne County, CA"	"06109"	Suppressed	54515	Suppressed
	"Ventura County, CA"	"06111"	10	841387	Unreliable
	"Yolo County, CA"	"06113"	Suppressed	219728	Suppressed
	"Yuba County, CA"	"06115"	Suppressed	80160	Suppressed
	"Adams County, CO"	"08001"	21	519883	4.0
	"Alamosa County, CO"	"08003"	Suppressed	16180	Suppressed
	"Arapahoe County, CO"	"08005"	34	657452	5.2
	"Archuleta County, CO"	"08007"	0	14196	Unreliable
	"Baca County, CO"	"08009"	Suppressed	3555	Suppressed
	"Bent County, CO"	"08011"	0	5356	Unreliable
	"Boulder County, CO"	"08013"	Suppressed	327171	Suppressed
	"Broomfield County, CO"	"08014"	Suppressed	72236	Suppressed
	"Chaffee County, CO"	"08015"	Suppressed	20661	Suppressed
	"Cheyenne County, CO"	"08017"	0	1795	Unreliable
	"Clear Creek County, CO"	"08019"	Suppressed	9586	Suppressed
	"Conejos County, CO"	"08021"	0	8143	Unreliable
	"Costilla County, CO"	"08023"	0	3921	Unreliable
	"Crowley County, CO"	"08025"	0	5696	Unreliable
	"Custer County, CO"	"08027"	0	5183	Unreliable
	"Delta County, CO"	"08029"	Suppressed	31067	Suppressed
	"Denver County, CO"	"08031"	49	735538	6.7
	"Dolores County, CO"	"08033"	0	2096	Unreliable
	"Douglas County, CO"	"08035"	Suppressed	360750	Suppressed
	"Eagle County, CO"	"08037"	Suppressed	54929	Suppressed
	"Elbert County, CO"	"08039"	Suppressed	27313	Suppressed
	"El Paso County, CO"	"08041"	42	728310	5.8
	"Fremont County, CO"	"08043"	Suppressed	47867	Suppressed
	"Garfield County, CO"	"08045"	0	60366	Unreliable
	"Gilpin County, CO"	"08047"	0	6235	Unreliable
	"Grand County, CO"	"08049"	Suppressed	15794	Suppressed
	"Gunnison County, CO"	"08051"	0	17593	Unreliable
	"Hinsdale County, CO"	"08053"	0	808	Unreliable
	"Huerfano County, CO"	"08055"	0	6883	Unreliable
	"Jackson County, CO"	"08057"	0	1389	Unreliable
	"Jefferson County, CO"	"08059"	20	583283	3.4
	"Kiowa County, CO"	"08061"	Suppressed	1458	Suppressed
	"Kit Carson County, CO"	"08063"	0	7121	Unreliable
	"Lake County, CO"	"08065"	0	7987	Unreliable
	"La Plata County, CO"	"08067"	Suppressed	56564	Suppressed
	"Larimer County, CO"	"08069"	Suppressed	360428	Suppressed
	"Las Animas County, CO"	"08071"	0	14420	Unreliable
	"Lincoln County, CO"	"08073"	0	5680	Unreliable
	"Logan County, CO"	"08075"	Suppressed	21974	Suppressed
	"Mesa County, CO"	"08077"	Suppressed	155603	Suppressed
	"Mineral County, CO"	"08079"	0	773	Unreliable
	"Moffat County, CO"	"08081"	0	13144	Unreliable
	"Montezuma County, CO"	"08083"	0	26408	Unreliable
	"Montrose County, CO"	"08085"	Suppressed	43322	Suppressed
	"Morgan County, CO"	"08087"	0	28941	Unreliable
	"Otero County, CO"	"08089"	Suppressed	18201	Suppressed
	"Ouray County, CO"	"08091"	0	5001	Unreliable
	"Park County, CO"	"08093"	0	18955	Unreliable
	"Phillips County, CO"	"08095"	0	4367	Unreliable
	"Pitkin County, CO"	"08097"	0	17894	Unreliable
	"Prowers County, CO"	"08099"	0	12106	Unreliable
	"Pueblo County, CO"	"08101"	17	169823	Unreliable
	"Rio Blanco County, CO"	"08103"	0	6342	Unreliable
	"Rio Grande County, CO"	"08105"	0	11296	Unreliable
	"Routt County, CO"	"08107"	Suppressed	25560	Suppressed
	"Saguache County, CO"	"08109"	0	6938	Unreliable
	"San Juan County, CO"	"08111"	0	748	Unreliable
	"San Miguel County, CO"	"08113"	0	8105	Unreliable
	"Sedgwick County, CO"	"08115"	0	2260	Unreliable
	"Summit County, CO"	"08117"	0	30631	Unreliable
	"Teller County, CO"	"08119"	Suppressed	25529	Suppressed
	"Washington County, CO"	"08121"	0	4875	Unreliable
	"Weld County, CO"	"08123"	16	333983	Unreliable
	"Yuma County, CO"	"08125"	0	10047	Unreliable
	"Fairfield County, CT"	"09001"	31	942426	3.3
	"Hartford County, CT"	"09003"	23	889226	2.6
	"Litchfield County, CT"	"09005"	Suppressed	179610	Suppressed
	"Middlesex County, CT"	"09007"	Suppressed	161657	Suppressed
	"New Haven County, CT"	"09009"	40	851948	4.7
	"New London County, CT"	"09011"	Suppressed	264999	Suppressed
	"Tolland County, CT"	"09013"	0	150600	Unreliable
	"Windham County, CT"	"09015"	0	116540	Unreliable
	"Kent County, DE"	"10001"	11	183643	Unreliable
	"New Castle County, DE"	"10003"	57	561531	10.2
	"Sussex County, DE"	"10005"	Suppressed	241635	Suppressed
	"District of Columbia, DC"	"11001"	157	712816	22.0
	"Alachua County, FL"	"12001"	14	271218	Unreliable
	"Baker County, FL"	"12003"	Suppressed	29566	Suppressed
	"Bay County, FL"	"12005"	Suppressed	171322	Suppressed
	"Bradford County, FL"	"12007"	Suppressed	28593	Suppressed
	"Brevard County, FL"	"12009"	32	608459	5.3
	"Broward County, FL"	"12011"	146	1958105	7.5
	"Calhoun County, FL"	"12013"	Suppressed	14078	Suppressed
	"Charlotte County, FL"	"12015"	Suppressed	194711	Suppressed
	"Citrus County, FL"	"12017"	Suppressed	153010	Suppressed
	"Clay County, FL"	"12019"	13	221770	Unreliable
	"Collier County, FL"	"12021"	Suppressed	392973	Suppressed
	"Columbia County, FL"	"12023"	Suppressed	72654	Suppressed
	"DeSoto County, FL"	"12027"	Suppressed	38520	Suppressed
	"Dixie County, FL"	"12029"	Suppressed	17057	Suppressed
	"Duval County, FL"	"12031"	143	966728	14.8
	"Escambia County, FL"	"12033"	33	322364	10.2
	"Flagler County, FL"	"12035"	0	118451	Unreliable
	"Franklin County, FL"	"12037"	0	12201	Unreliable
	"Gadsden County, FL"	"12039"	Suppressed	45277	Suppressed
	"Gilchrist County, FL"	"12041"	0	18885	Unreliable
	"Glades County, FL"	"12043"	0	14198	Unreliable
	"Gulf County, FL"	"12045"	Suppressed	13534	Suppressed
	"Hamilton County, FL"	"12047"	Suppressed	14521	Suppressed
	"Hardee County, FL"	"12049"	Suppressed	26822	Suppressed
	"Hendry County, FL"	"12051"	Suppressed	42813	Suppressed
	"Hernando County, FL"	"12053"	Suppressed	198792	Suppressed
	"Highlands County, FL"	"12055"	Suppressed	106639	Suppressed
	"Hillsborough County, FL"	"12057"	77	1497957	5.1
	"Holmes County, FL"	"12059"	Suppressed	19594	Suppressed
	"Indian River County, FL"	"12061"	Suppressed	162518	Suppressed
	"Jackson County, FL"	"12063"	Suppressed	46085	Suppressed
	"Jefferson County, FL"	"12065"	Suppressed	14543	Suppressed
	"Lafayette County, FL"	"12067"	0	8482	Unreliable
	"Lake County, FL"	"12069"	20	375492	5.3
	"Lee County, FL"	"12071"	30	790767	3.8
	"Leon County, FL"	"12073"	15	295460	Unreliable
	"Levy County, FL"	"12075"	Suppressed	42214	Suppressed
	"Liberty County, FL"	"12077"	0	8364	Unreliable
	"Madison County, FL"	"12079"	Suppressed	18707	Suppressed
	"Manatee County, FL"	"12081"	17	411219	Unreliable
	"Marion County, FL"	"12083"	23	373513	6.2
	"Martin County, FL"	"12085"	Suppressed	162088	Suppressed
	"Miami-Dade County, FL"	"12086"	208	2707303	7.7
	"Monroe County, FL"	"12087"	Suppressed	73900	Suppressed
	"Nassau County, FL"	"12089"	Suppressed	91113	Suppressed
	"Okaloosa County, FL"	"12091"	11	212820	Unreliable
	"Okeechobee County, FL"	"12093"	Suppressed	42297	Suppressed
	"Orange County, FL"	"12095"	90	1404396	6.4
	"Osceola County, FL"	"12097"	13	385315	Unreliable
	"Palm Beach County, FL"	"12099"	81	1507600	5.4
	"Pasco County, FL"	"12101"	17	570412	Unreliable
	"Pinellas County, FL"	"12103"	27	976802	2.8
	"Polk County, FL"	"12105"	30	744552	4.0
	"Putnam County, FL"	"12107"	Suppressed	74815	Suppressed
	"St. Johns County, FL"	"12109"	Suppressed	278715	Suppressed
	"St. Lucie County, FL"	"12111"	21	337186	6.2
	"Santa Rosa County, FL"	"12113"	Suppressed	189139	Suppressed
	"Sarasota County, FL"	"12115"	Suppressed	443465	Suppressed
	"Seminole County, FL"	"12117"	12	474171	Unreliable
	"Sumter County, FL"	"12119"	Suppressed	139018	Suppressed
	"Suwannee County, FL"	"12121"	Suppressed	44851	Suppressed
	"Taylor County, FL"	"12123"	Suppressed	21600	Suppressed
	"Union County, FL"	"12125"	0	15182	Unreliable
	"Volusia County, FL"	"12127"	27	561497	4.8
	"Wakulla County, FL"	"12129"	Suppressed	34319	Suppressed
	"Walton County, FL"	"12131"	0	76648	Unreliable
	"Washington County, FL"	"12133"	Suppressed	25932	Suppressed
	"Appling County, GA"	"13001"	Suppressed	18325	Suppressed
	"Atkinson County, GA"	"13003"	0	8393	Unreliable
	"Bacon County, GA"	"13005"	Suppressed	11036	Suppressed
	"Baker County, GA"	"13007"	0	2971	Unreliable
	"Baldwin County, GA"	"13009"	Suppressed	45099	Suppressed
	"Banks County, GA"	"13011"	0	19352	Unreliable
	"Barrow County, GA"	"13013"	Suppressed	85588	Suppressed
	"Bartow County, GA"	"13015"	Suppressed	109426	Suppressed
	"Ben Hill County, GA"	"13017"	Suppressed	16614	Suppressed
	"Berrien County, GA"	"13019"	Suppressed	19408	Suppressed
	"Bibb County, GA"	"13021"	42	152737	27.5
	"Bleckley County, GA"	"13023"	0	12955	Unreliable
	"Brantley County, GA"	"13025"	0	19202	Unreliable
	"Brooks County, GA"	"13027"	Suppressed	15357	Suppressed
	"Bryan County, GA"	"13029"	Suppressed	40755	Suppressed
	"Bulloch County, GA"	"13031"	Suppressed	80839	Suppressed
	"Burke County, GA"	"13033"	Suppressed	22648	Suppressed
	"Butts County, GA"	"13035"	Suppressed	25426	Suppressed
	"Calhoun County, GA"	"13037"	0	6231	Unreliable
	"Camden County, GA"	"13039"	Suppressed	55388	Suppressed
	"Candler County, GA"	"13043"	Suppressed	10985	Suppressed
	"Carroll County, GA"	"13045"	Suppressed	121633	Suppressed
	"Catoosa County, GA"	"13047"	Suppressed	67996	Suppressed
	"Charlton County, GA"	"13049"	Suppressed	13430	Suppressed
	"Chatham County, GA"	"13051"	33	289463	11.4
	"Chattahoochee County, GA"	"13053"	0	10551	Unreliable
	"Chattooga County, GA"	"13055"	0	24843	Unreliable
	"Cherokee County, GA"	"13057"	Suppressed	265274	Suppressed
	"Clarke County, GA"	"13059"	Suppressed	127795	Suppressed
	"Clay County, GA"	"13061"	0	2866	Unreliable
	"Clayton County, GA"	"13063"	45	292646	15.4
	"Clinch County, GA"	"13065"	0	6582	Unreliable
	"Cobb County, GA"	"13067"	33	762944	4.3
	"Coffee County, GA"	"13069"	Suppressed	43218	Suppressed
	"Colquitt County, GA"	"13071"	Suppressed	45542	Suppressed
	"Columbia County, GA"	"13073"	Suppressed	160377	Suppressed
	"Cook County, GA"	"13075"	Suppressed	17291	Suppressed
	"Coweta County, GA"	"13077"	10	150849	Unreliable
	"Crawford County, GA"	"13079"	Suppressed	12231	Suppressed
	"Crisp County, GA"	"13081"	Suppressed	22034	Suppressed
	"Dade County, GA"	"13083"	0	16057	Unreliable
	"Dawson County, GA"	"13085"	0	27113	Unreliable
	"Decatur County, GA"	"13087"	Suppressed	26457	Suppressed
	"DeKalb County, GA"	"13089"	107	762009	14.0
	"Dodge County, GA"	"13091"	Suppressed	20452	Suppressed
	"Dooly County, GA"	"13093"	Suppressed	13174	Suppressed
	"Dougherty County, GA"	"13095"	21	86477	24.3
	"Douglas County, GA"	"13097"	Suppressed	147988	Suppressed
	"Early County, GA"	"13099"	Suppressed	10037	Suppressed
	"Echols County, GA"	"13101"	0	4002	Unreliable
	"Effingham County, GA"	"13103"	Suppressed	65765	Suppressed
	"Elbert County, GA"	"13105"	Suppressed	19335	Suppressed
	"Emanuel County, GA"	"13107"	Suppressed	22507	Suppressed
	"Evans County, GA"	"13109"	Suppressed	10638	Suppressed
	"Fannin County, GA"	"13111"	0	26521	Unreliable
	"Fayette County, GA"	"13113"	Suppressed	115821	Suppressed
	"Floyd County, GA"	"13115"	Suppressed	98604	Suppressed
	"Forsyth County, GA"	"13117"	Suppressed	250847	Suppressed
	"Franklin County, GA"	"13119"	Suppressed	23504	Suppressed
	"Fulton County, GA"	"13121"	168	1077402	15.6
	"Gilmer County, GA"	"13123"	Suppressed	31978	Suppressed
	"Glascock County, GA"	"13125"	0	2984	Unreliable
	"Glynn County, GA"	"13127"	Suppressed	85568	Suppressed
	"Gordon County, GA"	"13129"	Suppressed	58780	Suppressed
	"Grady County, GA"	"13131"	Suppressed	24491	Suppressed
	"Greene County, GA"	"13133"	Suppressed	18837	Suppressed
	"Gwinnett County, GA"	"13135"	53	942627	5.6
