"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Lamar County, AL"	"01075"	0	13844	Unreliable
	"Lauderdale County, AL"	"01077"	Suppressed	92387	Suppressed
	"Lawrence County, AL"	"01079"	0	32957	Unreliable
	"Lee County, AL"	"01081"	12	163941	Unreliable
	"Limestone County, AL"	"01083"	Suppressed	96174	Suppressed
	"Lowndes County, AL"	"01085"	Suppressed	9974	Suppressed
	"Macon County, AL"	"01087"	Suppressed	18439	Suppressed
	"Madison County, AL"	"01089"	27	366519	7.4
	"Marengo County, AL"	"01091"	Suppressed	19066	Suppressed
	"Marion County, AL"	"01093"	Suppressed	29763	Suppressed
	"Marshall County, AL"	"01095"	Suppressed	96109	Suppressed
	"Mobile County, AL"	"01097"	49	413757	11.8
	"Monroe County, AL"	"01099"	Suppressed	21067	Suppressed
	"Montgomery County, AL"	"01101"	41	225763	18.2
	"Morgan County, AL"	"01103"	Suppressed	119089	Suppressed
	"Perry County, AL"	"01105"	0	9140	Unreliable
	"Pickens County, AL"	"01107"	Suppressed	19938	Suppressed
	"Pike County, AL"	"01109"	Suppressed	33338	Suppressed
	"Randolph County, AL"	"01111"	Suppressed	22725	Suppressed
	"Russell County, AL"	"01113"	10	57781	Unreliable
	"St. Clair County, AL"	"01115"	Suppressed	88690	Suppressed
	"Shelby County, AL"	"01117"	Suppressed	215707	Suppressed
	"Sumter County, AL"	"01119"	Suppressed	12691	Suppressed
	"Talladega County, AL"	"01121"	Suppressed	79828	Suppressed
	"Tallapoosa County, AL"	"01123"	Suppressed	40497	Suppressed
	"Tuscaloosa County, AL"	"01125"	10	208911	Unreliable
	"Walker County, AL"	"01127"	Suppressed	63711	Suppressed
	"Washington County, AL"	"01129"	Suppressed	16378	Suppressed
	"Wilcox County, AL"	"01131"	Suppressed	10627	Suppressed
	"Winston County, AL"	"01133"	0	23660	Unreliable
	"Aleutians East Borough, AK"	"02013"	0	3515	Unreliable
	"Aleutians West Census Area, AK"	"02016"	0	5723	Unreliable
	"Anchorage Borough, AK"	"02020"	22	291538	7.5
	"Bethel Census Area, AK"	"02050"	Suppressed	18216	Suppressed
	"Bristol Bay Borough, AK"	"02060"	0	877	Unreliable
	"Denali Borough, AK"	"02068"	0	2059	Unreliable
	"Dillingham Census Area, AK"	"02070"	0	5000	Unreliable
	"Fairbanks North Star Borough, AK"	"02090"	Suppressed	98971	Suppressed
	"Haines Borough, AK"	"02100"	0	2474	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	0	2151	Unreliable
	"Juneau Borough, AK"	"02110"	0	32113	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	Suppressed	58533	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	0	13918	Unreliable
	"Kodiak Island Borough, AK"	"02150"	0	13345	Unreliable
	"Lake and Peninsula Borough, AK"	"02164"	0	1587	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	Suppressed	107610	Suppressed
	"Nome Census Area, AK"	"02180"	0	10008	Unreliable
	"North Slope Borough, AK"	"02185"	Suppressed	9872	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	0	7671	Unreliable
	"Petersburg Borough/Census Area, AK"	"02195"	0	3221	Unreliable
	"Prince of Wales-Hyder Census Area, AK"	"02198"	0	6422	Unreliable
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Missing	Missing	Missing
	"Sitka Borough, AK"	"02220"	0	8647	Unreliable
	"Skagway Municipality, AK"	"02230"	0	1148	Unreliable
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Missing	Missing	Missing
	"Southeast Fairbanks Census Area, AK"	"02240"	Suppressed	6918	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	Suppressed	9164	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	Suppressed	8303	Suppressed
	"Wrangell City and Borough, AK"	"02275"	0	2503	Unreliable
	"Wrangell-Petersburg Census Area, AK"	"02280"	Missing	Missing	Missing
	"Yakutat Borough, AK"	"02282"	0	604	Unreliable
	"Yukon-Koyukuk Census Area, AK"	"02290"	0	5327	Unreliable
	"Apache County, AZ"	"04001"	Suppressed	71818	Suppressed
	"Cochise County, AZ"	"04003"	Suppressed	126770	Suppressed
	"Coconino County, AZ"	"04005"	Suppressed	142854	Suppressed
	"Gila County, AZ"	"04007"	Suppressed	53889	Suppressed
	"Graham County, AZ"	"04009"	Suppressed	38072	Suppressed
	"Greenlee County, AZ"	"04011"	0	9483	Unreliable
	"La Paz County, AZ"	"04012"	Suppressed	21098	Suppressed
	"Maricopa County, AZ"	"04013"	189	4410824	4.3
	"Mohave County, AZ"	"04015"	Suppressed	209550	Suppressed
	"Navajo County, AZ"	"04017"	Suppressed	110445	Suppressed
	"Pima County, AZ"	"04019"	49	1039073	4.7
	"Pinal County, AZ"	"04021"	14	447138	Unreliable
	"Santa Cruz County, AZ"	"04023"	Suppressed	46511	Suppressed
	"Yavapai County, AZ"	"04025"	Suppressed	231993	Suppressed
	"Yuma County, AZ"	"04027"	11	212128	Unreliable
	"Arkansas County, AR"	"05001"	Suppressed	17769	Suppressed
	"Ashley County, AR"	"05003"	Suppressed	20046	Suppressed
	"Baxter County, AR"	"05005"	Suppressed	41619	Suppressed
	"Benton County, AR"	"05007"	Suppressed	272608	Suppressed
	"Boone County, AR"	"05009"	0	37480	Unreliable
	"Bradley County, AR"	"05011"	Suppressed	10897	Suppressed
	"Calhoun County, AR"	"05013"	Suppressed	5277	Suppressed
	"Carroll County, AR"	"05015"	0	28223	Unreliable
	"Chicot County, AR"	"05017"	Suppressed	10438	Suppressed
	"Clark County, AR"	"05019"	Suppressed	22061	Suppressed
	"Clay County, AR"	"05021"	Suppressed	14847	Suppressed
	"Cleburne County, AR"	"05023"	Suppressed	24965	Suppressed
	"Cleveland County, AR"	"05025"	Suppressed	8018	Suppressed
	"Columbia County, AR"	"05027"	Suppressed	23537	Suppressed
	"Conway County, AR"	"05029"	0	20891	Unreliable
	"Craighead County, AR"	"05031"	Suppressed	108558	Suppressed
	"Crawford County, AR"	"05033"	Suppressed	63406	Suppressed
	"Crittenden County, AR"	"05035"	13	48342	Unreliable
	"Cross County, AR"	"05037"	0	16676	Unreliable
	"Dallas County, AR"	"05039"	Suppressed	7182	Suppressed
	"Desha County, AR"	"05041"	Suppressed	11512	Suppressed
	"Drew County, AR"	"05043"	Suppressed	18328	Suppressed
	"Faulkner County, AR"	"05045"	Suppressed	124806	Suppressed
	"Franklin County, AR"	"05047"	Suppressed	17810	Suppressed
	"Fulton County, AR"	"05049"	0	12269	Unreliable
	"Garland County, AR"	"05051"	Suppressed	99154	Suppressed
	"Grant County, AR"	"05053"	0	18188	Unreliable
	"Greene County, AR"	"05055"	Suppressed	45325	Suppressed
	"Hempstead County, AR"	"05057"	Suppressed	21741	Suppressed
	"Hot Spring County, AR"	"05059"	Suppressed	33701	Suppressed
	"Howard County, AR"	"05061"	0	13341	Unreliable
	"Independence County, AR"	"05063"	Suppressed	37678	Suppressed
	"Izard County, AR"	"05065"	0	13593	Unreliable
	"Jackson County, AR"	"05067"	Suppressed	16811	Suppressed
	"Jefferson County, AR"	"05069"	20	68114	29.4
	"Johnson County, AR"	"05071"	Suppressed	26742	Suppressed
	"Lafayette County, AR"	"05073"	0	6682	Unreliable
	"Lawrence County, AR"	"05075"	0	16434	Unreliable
	"Lee County, AR"	"05077"	Suppressed	8985	Suppressed
	"Lincoln County, AR"	"05079"	0	13383	Unreliable
	"Little River County, AR"	"05081"	Suppressed	12326	Suppressed
	"Logan County, AR"	"05083"	0	21737	Unreliable
	"Lonoke County, AR"	"05085"	Suppressed	73657	Suppressed
	"Madison County, AR"	"05087"	Suppressed	16481	Suppressed
	"Marion County, AR"	"05089"	Suppressed	16722	Suppressed
	"Miller County, AR"	"05091"	Suppressed	43592	Suppressed
	"Mississippi County, AR"	"05093"	Suppressed	41239	Suppressed
	"Monroe County, AR"	"05095"	Suppressed	6900	Suppressed
	"Montgomery County, AR"	"05097"	0	8924	Unreliable
	"Nevada County, AR"	"05099"	Suppressed	8326	Suppressed
	"Newton County, AR"	"05101"	0	7805	Unreliable
	"Ouachita County, AR"	"05103"	0	23606	Unreliable
	"Perry County, AR"	"05105"	0	10352	Unreliable
	"Phillips County, AR"	"05107"	Suppressed	18029	Suppressed
	"Pike County, AR"	"05109"	Suppressed	10673	Suppressed
	"Poinsett County, AR"	"05111"	Suppressed	23974	Suppressed
	"Polk County, AR"	"05113"	Suppressed	20049	Suppressed
	"Pope County, AR"	"05115"	Suppressed	64000	Suppressed
	"Prairie County, AR"	"05117"	0	8074	Unreliable
	"Pulaski County, AR"	"05119"	53	392680	13.5
	"Randolph County, AR"	"05121"	Suppressed	17948	Suppressed
	"St. Francis County, AR"	"05123"	Suppressed	25439	Suppressed
	"Saline County, AR"	"05125"	Suppressed	121421	Suppressed
	"Scott County, AR"	"05127"	0	10319	Unreliable
	"Searcy County, AR"	"05129"	Suppressed	7958	Suppressed
	"Sebastian County, AR"	"05131"	Suppressed	127753	Suppressed
	"Sevier County, AR"	"05133"	0	17139	Unreliable
	"Sharp County, AR"	"05135"	Suppressed	17366	Suppressed
	"Stone County, AR"	"05137"	Suppressed	12457	Suppressed
	"Union County, AR"	"05139"	Suppressed	39126	Suppressed
	"Van Buren County, AR"	"05141"	0	16603	Unreliable
	"Washington County, AR"	"05143"	Suppressed	236961	Suppressed
	"White County, AR"	"05145"	0	78727	Unreliable
	"Woodruff County, AR"	"05147"	Suppressed	6490	Suppressed
	"Yell County, AR"	"05149"	0	21535	Unreliable
	"Alameda County, CA"	"06001"	61	1666753	3.7
	"Alpine County, CA"	"06003"	0	1101	Unreliable
	"Amador County, CA"	"06005"	Suppressed	39383	Suppressed
	"Butte County, CA"	"06007"	Suppressed	231256	Suppressed
	"Calaveras County, CA"	"06009"	Suppressed	45602	Suppressed
	"Colusa County, CA"	"06011"	0	21627	Unreliable
	"Contra Costa County, CA"	"06013"	43	1150215	3.7
	"Del Norte County, CA"	"06015"	0	27828	Unreliable
	"El Dorado County, CA"	"06017"	Suppressed	190678	Suppressed
	"Fresno County, CA"	"06019"	40	994400	4.0
	"Glenn County, CA"	"06021"	Suppressed	28047	Suppressed
	"Humboldt County, CA"	"06023"	Suppressed	136373	Suppressed
	"Imperial County, CA"	"06025"	Suppressed	181827	Suppressed
	"Inyo County, CA"	"06027"	0	17987	Unreliable
	"Kern County, CA"	"06029"	79	896764	8.8
	"Kings County, CA"	"06031"	Suppressed	151366	Suppressed
	"Lake County, CA"	"06033"	Suppressed	64382	Suppressed
	"Lassen County, CA"	"06035"	0	30802	Unreliable
	"Los Angeles County, CA"	"06037"	422	10105518	4.2
	"Madera County, CA"	"06039"	Suppressed	157672	Suppressed
	"Marin County, CA"	"06041"	Suppressed	259666	Suppressed
	"Mariposa County, CA"	"06043"	0	17471	Unreliable
	"Mendocino County, CA"	"06045"	Suppressed	87606	Suppressed
	"Merced County, CA"	"06047"	10	274765	Unreliable
	"Modoc County, CA"	"06049"	0	8777	Unreliable
	"Mono County, CA"	"06051"	Suppressed	14250	Suppressed
	"Monterey County, CA"	"06053"	22	435594	5.1
	"Napa County, CA"	"06055"	Suppressed	139417	Suppressed
	"Nevada County, CA"	"06057"	Suppressed	99696	Suppressed
	"Orange County, CA"	"06059"	31	3185968	1.0
	"Placer County, CA"	"06061"	Suppressed	393149	Suppressed
	"Plumas County, CA"	"06063"	0	18804	Unreliable
	"Riverside County, CA"	"06065"	76	2450758	3.1
	"Sacramento County, CA"	"06067"	58	1540975	3.8
	"San Benito County, CA"	"06069"	Suppressed	61537	Suppressed
	"San Bernardino County, CA"	"06071"	95	2171603	4.4
	"San Diego County, CA"	"06073"	56	3343364	1.7
	"San Francisco County, CA"	"06075"	24	883305	2.7
	"San Joaquin County, CA"	"06077"	55	752660	7.3
	"San Luis Obispo County, CA"	"06079"	Suppressed	284010	Suppressed
	"San Mateo County, CA"	"06081"	Suppressed	769545	Suppressed
	"Santa Barbara County, CA"	"06083"	Suppressed	446527	Suppressed
	"Santa Clara County, CA"	"06085"	17	1937570	Unreliable
	"Santa Cruz County, CA"	"06087"	Suppressed	274255	Suppressed
	"Shasta County, CA"	"06089"	Suppressed	180040	Suppressed
	"Sierra County, CA"	"06091"	0	2987	Unreliable
	"Siskiyou County, CA"	"06093"	Suppressed	43724	Suppressed
	"Solano County, CA"	"06095"	19	446610	Unreliable
	"Sonoma County, CA"	"06097"	Suppressed	499942	Suppressed
	"Stanislaus County, CA"	"06099"	Suppressed	549815	Suppressed
	"Sutter County, CA"	"06101"	Suppressed	96807	Suppressed
	"Tehama County, CA"	"06103"	0	63916	Unreliable
	"Trinity County, CA"	"06105"	Suppressed	12535	Suppressed
	"Tulare County, CA"	"06107"	21	465861	4.5
	"Tuolumne County, CA"	"06109"	Suppressed	54539	Suppressed
	"Ventura County, CA"	"06111"	29	850967	3.4
	"Yolo County, CA"	"06113"	Suppressed	220408	Suppressed
	"Yuba County, CA"	"06115"	Suppressed	78041	Suppressed
	"Adams County, CO"	"08001"	25	511868	4.9
	"Alamosa County, CO"	"08003"	Suppressed	16683	Suppressed
	"Arapahoe County, CO"	"08005"	18	651215	Unreliable
	"Archuleta County, CO"	"08007"	Suppressed	13765	Suppressed
	"Baca County, CO"	"08009"	0	3585	Unreliable
	"Bent County, CO"	"08011"	0	5882	Unreliable
	"Boulder County, CO"	"08013"	0	326078	Unreliable
	"Broomfield County, CO"	"08014"	Suppressed	69267	Suppressed
	"Chaffee County, CO"	"08015"	0	20027	Unreliable
	"Cheyenne County, CO"	"08017"	0	1876	Unreliable
	"Clear Creek County, CO"	"08019"	Suppressed	9605	Suppressed
	"Conejos County, CO"	"08021"	Suppressed	8200	Suppressed
	"Costilla County, CO"	"08023"	0	3828	Unreliable
	"Crowley County, CO"	"08025"	0	5858	Unreliable
	"Custer County, CO"	"08027"	Suppressed	4954	Suppressed
	"Delta County, CO"	"08029"	Suppressed	30953	Suppressed
	"Denver County, CO"	"08031"	40	716492	5.6
	"Dolores County, CO"	"08033"	0	2074	Unreliable
	"Douglas County, CO"	"08035"	Suppressed	342776	Suppressed
	"Eagle County, CO"	"08037"	0	54993	Unreliable
	"Elbert County, CO"	"08039"	0	26282	Unreliable
	"El Paso County, CO"	"08041"	48	713856	6.7
	"Fremont County, CO"	"08043"	Suppressed	48021	Suppressed
	"Garfield County, CO"	"08045"	Suppressed	59770	Suppressed
	"Gilpin County, CO"	"08047"	0	6121	Unreliable
	"Grand County, CO"	"08049"	0	15525	Unreliable
	"Gunnison County, CO"	"08051"	0	17246	Unreliable
	"Hinsdale County, CO"	"08053"	0	811	Unreliable
	"Huerfano County, CO"	"08055"	Suppressed	6889	Suppressed
	"Jackson County, CO"	"08057"	0	1399	Unreliable
	"Jefferson County, CO"	"08059"	10	580233	Unreliable
	"Kiowa County, CO"	"08061"	0	1383	Unreliable
	"Kit Carson County, CO"	"08063"	0	7163	Unreliable
	"Lake County, CO"	"08065"	0	7824	Unreliable
	"La Plata County, CO"	"08067"	Suppressed	56310	Suppressed
	"Larimer County, CO"	"08069"	Suppressed	350518	Suppressed
	"Las Animas County, CO"	"08071"	Suppressed	14503	Suppressed
	"Lincoln County, CO"	"08073"	0	5610	Unreliable
	"Logan County, CO"	"08075"	0	21528	Unreliable
	"Mesa County, CO"	"08077"	Suppressed	153207	Suppressed
	"Mineral County, CO"	"08079"	0	776	Unreliable
	"Moffat County, CO"	"08081"	0	13188	Unreliable
	"Montezuma County, CO"	"08083"	0	26158	Unreliable
	"Montrose County, CO"	"08085"	Suppressed	42214	Suppressed
	"Morgan County, CO"	"08087"	0	28558	Unreliable
	"Otero County, CO"	"08089"	0	18432	Unreliable
	"Ouray County, CO"	"08091"	0	4833	Unreliable
	"Park County, CO"	"08093"	0	18556	Unreliable
	"Phillips County, CO"	"08095"	0	4286	Unreliable
	"Pitkin County, CO"	"08097"	0	17950	Unreliable
	"Prowers County, CO"	"08099"	0	12164	Unreliable
	"Pueblo County, CO"	"08101"	Suppressed	167529	Suppressed
	"Rio Blanco County, CO"	"08103"	Suppressed	6336	Suppressed
	"Rio Grande County, CO"	"08105"	Suppressed	11250	Suppressed
	"Routt County, CO"	"08107"	0	25733	Unreliable
	"Saguache County, CO"	"08109"	Suppressed	6843	Suppressed
	"San Juan County, CO"	"08111"	0	762	Unreliable
	"San Miguel County, CO"	"08113"	0	8191	Unreliable
	"Sedgwick County, CO"	"08115"	0	2303	Unreliable
	"Summit County, CO"	"08117"	0	31007	Unreliable
	"Teller County, CO"	"08119"	0	25083	Unreliable
	"Washington County, CO"	"08121"	0	4909	Unreliable
	"Weld County, CO"	"08123"	Suppressed	314305	Suppressed
	"Yuma County, CO"	"08125"	0	10020	Unreliable
	"Fairfield County, CT"	"09001"	11	943823	Unreliable
	"Hartford County, CT"	"09003"	19	892697	Unreliable
	"Litchfield County, CT"	"09005"	Suppressed	181111	Suppressed
	"Middlesex County, CT"	"09007"	Suppressed	162682	Suppressed
	"New Haven County, CT"	"09009"	18	857620	Unreliable
	"New London County, CT"	"09011"	Suppressed	266784	Suppressed
	"Tolland County, CT"	"09013"	Suppressed	150921	Suppressed
	"Windham County, CT"	"09015"	0	117027	Unreliable
	"Kent County, DE"	"10001"	Suppressed	178550	Suppressed
	"New Castle County, DE"	"10003"	33	559335	5.9
	"Sussex County, DE"	"10005"	Suppressed	229286	Suppressed
	"District of Columbia, DC"	"11001"	116	702455	16.5
	"Alachua County, FL"	"12001"	11	269956	Unreliable
	"Baker County, FL"	"12003"	Suppressed	28355	Suppressed
	"Bay County, FL"	"12005"	Suppressed	185287	Suppressed
	"Bradford County, FL"	"12007"	Suppressed	27732	Suppressed
	"Brevard County, FL"	"12009"	25	596849	4.2
	"Broward County, FL"	"12011"	98	1951260	5.0
	"Calhoun County, FL"	"12013"	Suppressed	14587	Suppressed
	"Charlotte County, FL"	"12015"	Suppressed	184998	Suppressed
	"Citrus County, FL"	"12017"	Suppressed	147929	Suppressed
	"Clay County, FL"	"12019"	Suppressed	216072	Suppressed
	"Collier County, FL"	"12021"	Suppressed	378488	Suppressed
	"Columbia County, FL"	"12023"	Suppressed	70503	Suppressed
	"DeSoto County, FL"	"12027"	Suppressed	37489	Suppressed
	"Dixie County, FL"	"12029"	Suppressed	16700	Suppressed
	"Duval County, FL"	"12031"	99	950181	10.4
	"Escambia County, FL"	"12033"	15	315534	Unreliable
	"Flagler County, FL"	"12035"	Suppressed	112067	Suppressed
	"Franklin County, FL"	"12037"	0	11736	Unreliable
	"Gadsden County, FL"	"12039"	Suppressed	45894	Suppressed
	"Gilchrist County, FL"	"12041"	Suppressed	18256	Suppressed
	"Glades County, FL"	"12043"	0	13724	Unreliable
	"Gulf County, FL"	"12045"	0	16164	Unreliable
	"Hamilton County, FL"	"12047"	0	14310	Unreliable
	"Hardee County, FL"	"12049"	Suppressed	27245	Suppressed
	"Hendry County, FL"	"12051"	Suppressed	41556	Suppressed
	"Hernando County, FL"	"12053"	Suppressed	190865	Suppressed
	"Highlands County, FL"	"12055"	Suppressed	105424	Suppressed
	"Hillsborough County, FL"	"12057"	52	1436888	3.6
	"Holmes County, FL"	"12059"	Suppressed	19477	Suppressed
	"Indian River County, FL"	"12061"	10	157413	Unreliable
	"Jackson County, FL"	"12063"	Suppressed	48305	Suppressed
	"Jefferson County, FL"	"12065"	Suppressed	14288	Suppressed
	"Lafayette County, FL"	"12067"	0	8732	Unreliable
	"Lake County, FL"	"12069"	11	356495	Unreliable
	"Lee County, FL"	"12071"	31	754610	4.1
	"Leon County, FL"	"12073"	11	292502	Unreliable
	"Levy County, FL"	"12075"	Suppressed	40770	Suppressed
	"Liberty County, FL"	"12077"	0	8457	Unreliable
	"Madison County, FL"	"12079"	0	18529	Unreliable
	"Manatee County, FL"	"12081"	14	394855	Unreliable
	"Marion County, FL"	"12083"	24	359977	6.7
	"Martin County, FL"	"12085"	Suppressed	160912	Suppressed
	"Miami-Dade County, FL"	"12086"	163	2761581	5.9
	"Monroe County, FL"	"12087"	Suppressed	75027	Suppressed
	"Nassau County, FL"	"12089"	Suppressed	85832	Suppressed
	"Okaloosa County, FL"	"12091"	Suppressed	207269	Suppressed
	"Okeechobee County, FL"	"12093"	0	41537	Unreliable
	"Orange County, FL"	"12095"	92	1380645	6.7
	"Osceola County, FL"	"12097"	16	367990	Unreliable
	"Palm Beach County, FL"	"12099"	74	1485941	5.0
	"Pasco County, FL"	"12101"	17	539630	Unreliable
	"Pinellas County, FL"	"12103"	33	975280	3.4
	"Polk County, FL"	"12105"	18	708009	Unreliable
	"Putnam County, FL"	"12107"	Suppressed	74163	Suppressed
	"St. Johns County, FL"	"12109"	Suppressed	254261	Suppressed
	"St. Lucie County, FL"	"12111"	19	321128	Unreliable
	"Santa Rosa County, FL"	"12113"	Suppressed	179349	Suppressed
	"Sarasota County, FL"	"12115"	Suppressed	426718	Suppressed
	"Seminole County, FL"	"12117"	13	467832	Unreliable
	"Sumter County, FL"	"12119"	Suppressed	128754	Suppressed
	"Suwannee County, FL"	"12121"	0	44191	Unreliable
	"Taylor County, FL"	"12123"	Suppressed	21623	Suppressed
	"Union County, FL"	"12125"	0	14940	Unreliable
	"Volusia County, FL"	"12127"	22	547538	4.0
	"Wakulla County, FL"	"12129"	Suppressed	32461	Suppressed
	"Walton County, FL"	"12131"	Suppressed	71375	Suppressed
	"Washington County, FL"	"12133"	Suppressed	24880	Suppressed
	"Appling County, GA"	"13001"	0	18507	Unreliable
	"Atkinson County, GA"	"13003"	Suppressed	8297	Suppressed
	"Bacon County, GA"	"13005"	Suppressed	11185	Suppressed
	"Baker County, GA"	"13007"	0	3092	Unreliable
	"Baldwin County, GA"	"13009"	Suppressed	44823	Suppressed
	"Banks County, GA"	"13011"	Suppressed	18988	Suppressed
	"Barrow County, GA"	"13013"	Suppressed	80809	Suppressed
	"Bartow County, GA"	"13015"	Suppressed	106408	Suppressed
	"Ben Hill County, GA"	"13017"	0	16787	Unreliable
	"Berrien County, GA"	"13019"	Suppressed	19252	Suppressed
	"Bibb County, GA"	"13021"	29	153095	18.9
	"Bleckley County, GA"	"13023"	0	12838	Unreliable
	"Brantley County, GA"	"13025"	Suppressed	18897	Suppressed
	"Brooks County, GA"	"13027"	Suppressed	15513	Suppressed
	"Bryan County, GA"	"13029"	Suppressed	38109	Suppressed
	"Bulloch County, GA"	"13031"	Suppressed	77296	Suppressed
	"Burke County, GA"	"13033"	Suppressed	22423	Suppressed
	"Butts County, GA"	"13035"	Suppressed	24193	Suppressed
	"Calhoun County, GA"	"13037"	0	6352	Unreliable
	"Camden County, GA"	"13039"	Suppressed	53677	Suppressed
	"Candler County, GA"	"13043"	0	10836	Unreliable
	"Carroll County, GA"	"13045"	Suppressed	118121	Suppressed
	"Catoosa County, GA"	"13047"	Suppressed	67420	Suppressed
	"Charlton County, GA"	"13049"	Suppressed	12968	Suppressed
	"Chatham County, GA"	"13051"	28	289195	9.7
	"Chattahoochee County, GA"	"13053"	Suppressed	10684	Suppressed
	"Chattooga County, GA"	"13055"	0	24790	Unreliable
	"Cherokee County, GA"	"13057"	Suppressed	254149	Suppressed
	"Clarke County, GA"	"13059"	Suppressed	127330	Suppressed
	"Clay County, GA"	"13061"	0	2887	Unreliable
	"Clayton County, GA"	"13063"	39	289615	13.5
	"Clinch County, GA"	"13065"	Suppressed	6648	Suppressed
	"Cobb County, GA"	"13067"	20	756865	2.6
	"Coffee County, GA"	"13069"	Suppressed	43093	Suppressed
	"Colquitt County, GA"	"13071"	Suppressed	45592	Suppressed
	"Columbia County, GA"	"13073"	Suppressed	154291	Suppressed
	"Cook County, GA"	"13075"	Suppressed	17162	Suppressed
	"Coweta County, GA"	"13077"	Suppressed	145864	Suppressed
	"Crawford County, GA"	"13079"	0	12318	Unreliable
	"Crisp County, GA"	"13081"	Suppressed	22601	Suppressed
	"Dade County, GA"	"13083"	0	16226	Unreliable
	"Dawson County, GA"	"13085"	0	25083	Unreliable
	"Decatur County, GA"	"13087"	0	26575	Unreliable
	"DeKalb County, GA"	"13089"	82	756558	10.8
	"Dodge County, GA"	"13091"	Suppressed	20705	Suppressed
	"Dooly County, GA"	"13093"	Suppressed	13706	Suppressed
	"Dougherty County, GA"	"13095"	Suppressed	91243	Suppressed
	"Douglas County, GA"	"13097"	Suppressed	145331	Suppressed
	"Early County, GA"	"13099"	Suppressed	10247	Suppressed
	"Echols County, GA"	"13101"	0	4000	Unreliable
	"Effingham County, GA"	"13103"	Suppressed	62190	Suppressed
	"Elbert County, GA"	"13105"	Suppressed	19120	Suppressed
	"Emanuel County, GA"	"13107"	Suppressed	22612	Suppressed
	"Evans County, GA"	"13109"	0	10721	Unreliable
	"Fannin County, GA"	"13111"	Suppressed	25964	Suppressed
	"Fayette County, GA"	"13113"	Suppressed	113459	Suppressed
	"Floyd County, GA"	"13115"	Suppressed	97927	Suppressed
	"Forsyth County, GA"	"13117"	Suppressed	236612	Suppressed
	"Franklin County, GA"	"13119"	Suppressed	23023	Suppressed
	"Fulton County, GA"	"13121"	102	1050114	9.7
	"Gilmer County, GA"	"13123"	Suppressed	30816	Suppressed
	"Glascock County, GA"	"13125"	0	2995	Unreliable
	"Glynn County, GA"	"13127"	Suppressed	85219	Suppressed
	"Gordon County, GA"	"13129"	Suppressed	57685	Suppressed
	"Grady County, GA"	"13131"	Suppressed	24748	Suppressed
